party_id,name,ability,item,weapon1,weapon2,weapon3,weapon4,id,form,type1,type2,h,a,b,c,d,s
9,アシレーヌ,げきりゅう,こだわりメガネ,ムーンフォース,うたかたのアリア,エナジーボール,れいとうビーム,50,1,みず,フェアリー,80,74,74,126,116,60
9,カビゴン,あついしぼう,オボンのみ,かみなりパンチ,アイアンヘッド,ヒートスタンプ,のしかかり,51,1,ノーマル,,160,110,65,65,110,30
9,ドラパルト,すりぬけ,こだわりスカーフ,りゅうせいぐん,シャドーボール,だいもんじ,10まんボルト,52,1,ドラゴン,ゴースト,88,120,75,100,75,142
9,ドリュウズ,かたやぶり,とつげきチョッキ,いわなだれ,アイアンヘッド,かわらわり,じしん,53,1,じめん,はがね,110,135,60,50,65,88
9,サマヨール,おみとおし,しんかのきせき,ナイトヘッド,のろい,いたみわけ,おにび,54,1,ゴースト,,40,70,130,60,130,25
10,ピカチュウ,ひらいしん,でんきだま,ボルテッカー,かわらわり,じゃれつく,ねこだまし,55,1,でんき,,35,55,40,50,50,90
10,ウインディ,いかく,ゴツゴツメット,おにび,もえつきる,あさのひざし,バークアウト,56,1,ほのお,,90,110,80,100,80,95
10,ラプラス,ちょすい,じゃくてんほけん,フリーズドライ,ハイドロポンプ,かみなり,こおりのつぶて,57,1,みず,こおり,130,85,80,85,95,60
10,カビゴン,くいしんぼう,フィラのみ,はらだいこ,からげんき,ほのおのパンチ,タネばくだん,58,1,ノーマル,,160,110,65,65,110,30
10,カイリキー,ノーガード,とつげきチョッキ,ばくれつパンチ,はたきおとす,バレットパンチ,かみなりパンチ,59,1,かくとう,,90,130,80,65,85,55
10,フシギバナ,ようりょくそ,くろいヘドロ,ねむりごな,やどりぎのタネ,みがわり,ヘドロばくだん,60,1,くさ,どく,80,82,83,100,100,80
11,ドリュウズ,かたやぶり,きあいのタスキ,じしん,アイアンヘッド,がんせきふうじ,つのドリル,61,1,じめん,はがね,110,135,60,50,65,88
11,ドラパルト,すりぬけ,こだわりメガネ,シャドーボール,10まんボルト,かえんほうしゃ,りゅうせいぐん,62,1,ドラゴン,ゴースト,88,120,75,100,75,142
11,カビゴン,あついしぼう,たべのこし,からげんき,ヘビーボンバー,あくび,まもる,63,1,ノーマル,,160,110,65,65,110,30
11,トゲキッス,きょううん,ピントレンズ,エアスラッシュ,マジカルシャイン,かえんほうしゃ,わるだくみ,64,1,フェアリー,ひこう,85,50,95,120,115,80
11,ロトム,ふゆう,オボンのみ,ハイドロポンプ,ボルトチェンジ,あくのはどう,わるだくみ,65,3,でんき,みず,50,65,107,105,107,86
11,ミミッキュ,ばけのかわ,いのちのたま,つるぎのまい,シャドークロー,じゃれつく,かげうち,66,1,ゴースト,フェアリー,55,90,80,50,105,96
12,ドリュウズ,かたやぶり,きあいのタスキ,じしん,アイアンヘッド,がんせきふうじ,つのドリル,67,1,じめん,はがね,110,135,60,50,65,88
12,ドラパルト,すりぬけ,こだわりメガネ,シャドーボール,10まんボルト,かえんほうしゃ,りゅうせいぐん,68,1,ドラゴン,ゴースト,88,120,75,100,75,142
12,カビゴン,あついしぼう,たべのこし,からげんき,ヘビーボンバー,あくび,まもる,69,1,ノーマル,,160,110,65,65,110,30
12,トゲキッス,てんのめぐみ,ラムのみ,エアスラッシュ,マジカルシャイン,かえんほうしゃ,わるだくみ,70,1,フェアリー,ひこう,85,50,95,120,115,80
12,ロトム,ふゆう,オボンのみ,ハイドロポンプ,ボルトチェンジ,あくのはどう,わるだくみ,71,3,でんき,みず,50,65,107,105,107,86
12,ミミッキュ,ばけのかわ,いのちのたま,つるぎのまい,シャドークロー,じゃれつく,かげうち,72,1,ゴースト,フェアリー,55,90,80,50,105,96
13,ドリュウズ,かたやぶり,きあいのタスキ,じしん,アイアンヘッド,がんせきふうじ,つのドリル,73,1,じめん,はがね,110,135,60,50,65,88
13,ドラパルト,すりぬけ,こだわりメガネ,シャドーボール,10まんボルト,かえんほうしゃ,りゅうせいぐん,74,1,ドラゴン,ゴースト,88,120,75,100,75,142
13,カビゴン,あついしぼう,たべのこし,のしかかり,ヘビーボンバー,あくび,まもる,75,1,ノーマル,,160,110,65,65,110,30
13,トゲキッス,てんのめぐみ,ラムのみ,エアスラッシュ,マジカルシャイン,かえんほうしゃ,わるだくみ,76,1,フェアリー,ひこう,85,50,95,120,115,80
13,ロトム,ふゆう,オボンのみ,ハイドロポンプ,ボルトチェンジ,あくのはどう,わるだくみ,77,3,でんき,みず,50,65,107,105,107,86
13,ミミッキュ,ばけのかわ,いのちのたま,つるぎのまい,シャドークロー,じゃれつく,かげうち,78,1,ゴースト,フェアリー,55,90,80,50,105,96
14,ドリュウズ,かたやぶり,きあいのタスキ,じしん,アイアンヘッド,がんせきふうじ,つのドリル,79,1,じめん,はがね,110,135,60,50,65,88
14,ドラパルト,すりぬけ,こだわりメガネ,シャドーボール,10まんボルト,かえんほうしゃ,りゅうせいぐん,80,1,ドラゴン,ゴースト,88,120,75,100,75,142
14,ロトム,ふゆう,オボンのみ,ハイドロポンプ,ボルトチェンジ,あくのはどう,わるだくみ,81,3,でんき,みず,50,65,107,105,107,86
14,ミミッキュ,ばけのかわ,いのちのたま,つるぎのまい,シャドークロー,じゃれつく,かげうち,82,1,ゴースト,フェアリー,55,90,80,50,105,96
14,カビゴン,あついしぼう,たべのこし,のしかかり,ヘビーボンバー,あくび,まもる,83,1,ノーマル,,160,110,65,65,110,30
14,トゲキッス,きょううん,ピントレンズ,エアスラッシュ,マジカルシャイン,かえんほうしゃ,わるだくみ,84,1,フェアリー,ひこう,85,50,95,120,115,80
15,ナットレイ,てつのトゲ,たべのこし,ジャイロボール,やどりぎのタネ,まもる,はたきおとす,85,1,くさ,はがね,74,94,131,54,116,20
15,ラプラス,ちょすい,とつげきチョッキ,フリーズドライ,うたかたのアリア,こおりのつぶて,ぜったいれいど,86,1,みず,こおり,130,85,80,85,95,60
15,タチフサグマ,こんじょう,かえんだま,はたきおとす,からげんき,ブロッキング,ちょうはつ,87,1,あく,ノーマル,93,90,101,60,81,95
15,テブリム,マジックミラー,しんかのきせき,ほっぺすりすり,めいそう,バトンタッチ,ギガドレイン,88,1,エスパー,,57,40,65,86,73,49
15,シャンデラ,すりぬけ,いのちのたま,かえんほうしゃ,シャドーボール,サイコキネシス,エナジーボール,89,1,ゴースト,ほのお,60,55,90,145,90,80
15,サーナイト,トレース,こだわりスカーフ,ムーンフォース,10まんボルト,マジカルフレイム,トリック,90,1,エスパー,フェアリー,68,65,65,125,115,80
16,ラプラス,ちょすい,とつげきチョッキ,フリーズドライ,うたかたのアリア,こおりのつぶて,ぜったいれいど,91,1,みず,こおり,130,85,80,85,95,60
16,タチフサグマ,こんじょう,かえんだま,はたきおとす,からげんき,ブロッキング,ちょうはつ,92,1,あく,ノーマル,93,90,101,60,81,95
16,テブリム,マジックミラー,しんかのきせき,ほっぺすりすり,めいそう,バトンタッチ,ギガドレイン,93,1,エスパー,,57,40,65,86,73,49
16,シャンデラ,すりぬけ,いのちのたま,かえんほうしゃ,シャドーボール,サイコキネシス,エナジーボール,94,1,ゴースト,ほのお,60,55,90,145,90,80
16,サーナイト,トレース,こだわりスカーフ,ムーンフォース,10まんボルト,マジカルフレイム,トリック,95,1,エスパー,フェアリー,68,65,65,125,115,80
16,カバルドン,すなおこし,たつじんのおび,じしん,かみなりのキバ,ほのおのキバ,リベンジ,96,1,じめん,,108,112,118,68,72,47
17,ヨクバリス,ほおぶくろ,オボンのみ,のしかかり,ジャイロボール,ほのおのキバ,はらだいこ,97,1,ノーマル,,120,95,95,55,75,20
17,サマヨール,おみとおし,しんかのきせき,ナイトヘッド,おきみやげ,おにび,トリックルーム,98,1,ゴースト,,40,70,130,60,130,25
17,ニャイキング,かたいツメ,とつげきチョッキ,アイアンヘッド,インファイト,じゃれつく,ねこだまし,99,1,はがね,,70,110,100,50,60,50
17,ブリムオン,マジックミラー,リリバのみ,サイコキネシス,マジカルシャイン,マジカルフレイム,トリックルーム,100,1,エスパー,フェアリー,57,90,95,136,103,29
17,トゲキッス,てんのめぐみ,ウイのみ,エアスラッシュ,マジカルシャイン,このゆびとまれ,てだすけ,101,1,フェアリー,ひこう,85,50,95,120,115,80
17,ウオチルドン,アイスボディ,ルームサービス,エラがみ,サイコファング,つららおとし,いかりのまえば,102,1,みず,こおり,90,90,100,80,90,55
18,タチフサグマ,こんじょう,かえんだま,はたきおとす,からげんき,ブロッキング,ちょうはつ,103,1,あく,ノーマル,93,90,101,60,81,95
18,テブリム,マジックミラー,しんかのきせき,ほっぺすりすり,めいそう,バトンタッチ,ギガドレイン,104,1,エスパー,,57,40,65,86,73,49
18,シャンデラ,すりぬけ,いのちのたま,かえんほうしゃ,シャドーボール,サイコキネシス,エナジーボール,105,1,ゴースト,ほのお,60,55,90,145,90,80
18,サーナイト,トレース,こだわりスカーフ,ムーンフォース,10まんボルト,マジカルフレイム,トリック,106,1,エスパー,フェアリー,68,65,65,125,115,80
18,カバルドン,すなおこし,たつじんのおび,じしん,かみなりのキバ,ほのおのキバ,リベンジ,107,1,じめん,,108,112,118,68,72,47
18,ランターン,ちくでん,とつげきチョッキ,ねっとう,マジカルシャイン,10まんボルト,ボルトチェンジ,108,1,みず,でんき,125,58,58,76,76,67
19,サザンドラ,ふゆう,こだわりスカーフ,とんぼがえり,りゅうせいぐん,あくのはどう,ラスターカノン,109,1,あく,ドラゴン,92,105,90,125,90,98
19,カバルドン,すなおこし,ウイのみ,あくび,じしん,ステルスロック,ふきとばし,110,1,じめん,,108,112,118,68,72,47
19,カビゴン,あついしぼう,たべのこし,あくび,まもる,かみなりパンチ,ヘビーボンバー,111,1,ノーマル,,160,110,65,65,110,30
19,ピクシー,てんねん,アッキのみ,ムーンフォース,めいそう,つきのひかり,マジカルフレイム,112,1,フェアリー,,95,70,73,95,90,60
19,ミミッキュ,ばけのかわ,メンタルハーブ,みがわり,のろい,でんじは,いたみわけ,113,1,ゴースト,フェアリー,55,90,80,50,105,96
19,ゴリランダー,しんりょく,とつげきチョッキ,はたきおとす,とんぼがえり,ドラムアタック,ばかぢから,114,1,くさ,,100,125,90,60,70,85
20,ギャラドス,いかく,ラムのみ,たきのぼり,とびはねる,じしん,りゅうのまい,115,1,みず,ひこう,95,125,79,60,100,81
20,パルシェン,スキルリンク,きあいのタスキ,つららばり,ロックブラスト,からをやぶる,こおりのつぶて,116,1,みず,こおり,50,95,180,85,45,70
20,マンタイン,すいすい,するどいくちばし,ねっとう,ぼうふう,はねやすめ,あまごい,117,1,みず,ひこう,85,40,70,80,140,70
20,カマスジョー,すいすい,いのちのたま,アフロブレイク,インファイト,かみくだく,サイコファング,118,1,みず,,61,123,60,60,50,136
20,ミロカロス,ふしぎなうろこ,かえんだま,ねっとう,ミラーコート,くろいきり,じこさいせい,119,1,みず,,95,60,79,100,125,81
20,ランターン,ちくでん,とつげきチョッキ,10まんボルト,ねっとう,マジカルシャイン,ボルトチェンジ,120,1,みず,でんき,125,58,58,76,76,67
21,テブリム,マジックミラー,しんかのきせき,ほっぺすりすり,めいそう,バトンタッチ,ギガドレイン,121,1,エスパー,,57,40,65,86,73,49
21,シャンデラ,すりぬけ,いのちのたま,かえんほうしゃ,シャドーボール,サイコキネシス,エナジーボール,122,1,ゴースト,ほのお,60,55,90,145,90,80
21,サーナイト,トレース,こだわりスカーフ,ムーンフォース,10まんボルト,マジカルフレイム,トリック,123,1,エスパー,フェアリー,68,65,65,125,115,80
21,カバルドン,すなおこし,たつじんのおび,じしん,かみなりのキバ,ほのおのキバ,リベンジ,124,1,じめん,,108,112,118,68,72,47
21,ランターン,ちくでん,とつげきチョッキ,ねっとう,マジカルシャイン,10まんボルト,ボルトチェンジ,125,1,みず,でんき,125,58,58,76,76,67
21,ネギガナイト,きもったま,ながねぎ,インファイト,ブレイブバード,はがねのつばさ,はたきおとす,126,1,かくとう,,62,135,95,68,82,65
22,サーナイト,トレース,こだわりスカーフ,ムーンフォース,10まんボルト,マジカルフレイム,トリック,127,1,エスパー,フェアリー,68,65,65,125,115,80
22,ナットレイ,てつのトゲ,たべのこし,ジャイロボール,やどりぎのタネ,まもる,はたきおとす,128,1,くさ,はがね,74,94,131,54,116,20
22,タチフサグマ,こんじょう,かえんだま,はたきおとす,からげんき,ブロッキング,ちょうはつ,129,1,あく,ノーマル,93,90,101,60,81,95
22,ポットデス,のろわれボディ,しろいハーブ,バトンタッチ,からをやぶる,シャドーボール,アシストパワー,130,1,ゴースト,,60,65,65,134,114,70
22,セキタンザン,じょうききかん,じゃくてんほけん,げんしのちから,だいちのちから,ソーラービーム,もえつきる,131,1,いわ,ほのお,110,80,120,80,90,30
22,ドリュウズ,かたやぶり,とつげきチョッキ,じしん,アイアンヘッド,がんせきふうじ,かわらわり,132,1,じめん,はがね,110,135,60,50,65,88
23,シャンデラ,すりぬけ,いのちのたま,かえんほうしゃ,シャドーボール,サイコキネシス,エナジーボール,133,1,ゴースト,ほのお,60,55,90,145,90,80
23,サーナイト,トレース,こだわりスカーフ,ムーンフォース,10まんボルト,マジカルフレイム,トリック,134,1,エスパー,フェアリー,68,65,65,125,115,80
23,カバルドン,すなおこし,たつじんのおび,じしん,かみなりのキバ,ほのおのキバ,リベンジ,135,1,じめん,,108,112,118,68,72,47
23,ランターン,ちくでん,とつげきチョッキ,ねっとう,マジカルシャイン,10まんボルト,ボルトチェンジ,136,1,みず,でんき,125,58,58,76,76,67
23,ネギガナイト,きもったま,ながねぎ,インファイト,ブレイブバード,はがねのつばさ,はたきおとす,137,1,かくとう,,62,135,95,68,82,65
23,ケンホロウ,きょううん,ラムのみ,きあいだめ,ブレイブバード,はがねのつばさ,ねっぷう,138,1,ノーマル,ひこう,80,115,80,65,55,93
24,クワガノン,ふゆう,とつげきチョッキ,10まんボルト,むしのさざめき,エナジーボール,ボルトチェンジ,139,1,むし,でんき,77,70,90,145,75,43
24,トリトドン,よびみず,オボンのみ,ねっとう,れいとうビーム,だいちのちから,じこさいせい,140,1,みず,じめん,111,83,68,92,82,39
24,バンバドロ,マイペース,たべのこし,じしん,ばかぢから,ヘビーボンバー,いわなだれ,141,1,じめん,,100,125,100,55,85,35
24,バンギラス,すなおこし,じゃくてんほけん,いわなだれ,じしん,かわらわり,かみくだく,142,1,いわ,あく,100,134,110,95,100,61
24,ミミッキュ,ばけのかわ,いのちのたま,シャドークロー,つるぎのまい,じゃれつく,かげうち,143,1,ゴースト,フェアリー,55,90,80,50,105,96
24,ドラパルト,クリアボディ,きあいのタスキ,ドラゴンアロー,ゴーストダイブ,だいもんじ,とんぼがえり,144,1,ドラゴン,ゴースト,88,120,75,100,75,142
25,リザードン,サンパワー,こだわりスカーフ,かえんほうしゃ,エアスラッシュ,ソーラービーム,りゅうのはどう,145,1,ほのお,ひこう,78,84,78,109,85,100
25,オノノクス,かたやぶり,たつじんのおび,インファイト,じしん,アイアンテール,がんせきふうじ,146,1,ドラゴン,,76,147,90,60,70,97
25,サイドン,ひらいしん,しんかのきせき,ストーンエッジ,じしん,つのドリル,のろい,147,1,じめん,いわ,105,130,120,45,45,40
25,バイウールー,もふもふ,オボンのみ,コットンガード,ボディプレス,でんじは,バトンタッチ,148,1,ノーマル,,72,80,100,60,90,88
25,ヌメルゴン,そうしょく,とつげきチョッキ,りゅうのはどう,アシッドボム,10まんボルト,かえんほうしゃ,149,1,ドラゴン,,90,100,70,110,150,80
25,ニンフィア,フェアリースキン,せいれいプレート,マジカルフレイム,ハイパーボイス,あくび,でんこうせっか,150,1,フェアリー,,95,65,65,110,130,60
26,ウーラオス,ふかしのこぶし,こだわりスカーフ,すいりゅうれんだ,インファイト,アイアンヘッド,とんぼがえり,151,2,かくとう,みず,100,130,100,63,60,97
26,ナットレイ,てつのトゲ,たべのこし,ジャイロボール,まもる,やどりぎのタネ,ステルスロック,152,1,くさ,はがね,74,94,131,54,116,20
26,トリトドン,よびみず,ウイのみ,ねっとう,だいちのちから,クリアスモッグ,じこさいせい,153,1,みず,じめん,111,83,68,92,82,39
26,ミミッキュ,ばけのかわ,アッキのみ,のろい,トリックルーム,つぶらなひとみ,おにび,154,1,ゴースト,フェアリー,55,90,80,50,105,96
26,セキタンザン,じょうききかん,パワフルハーブ,メテオビーム,もえつきる,ソーラービーム,こらえる,155,1,いわ,ほのお,110,80,120,80,90,30
26,ロトム,ふゆう,オボンのみ,10まんボルト,エアスラッシュ,わるだくみ,みがわり,156,5,でんき,ひこう,50,65,107,105,107,86
27,ルガルガン,ノーガード,こだわりスカーフ,ストーンエッジ,じゃれつく,アイアンテール,うっぷんばらし,157,2,いわ,,85,115,75,55,75,82
27,エースバーン,リベロ,いのちのたま,ねっぷう,ねっさのだいち,エレキボール,バークアウト,158,1,ほのお,,80,116,75,65,75,119
27,ウーラオス,ふかしのこぶし,きあいのタスキ,インファイト,すいりゅうれんだ,アクアジェット,ちょうはつ,159,2,かくとう,みず,100,130,100,63,60,97
27,エルフーン,いたずらごころ,だっしゅつボタン,ムーンフォース,すりかえ,おいかぜ,ちょうはつ,160,1,くさ,フェアリー,60,67,85,77,75,116
27,デデンネ,ほおぶくろ,オボンのみ,10まんボルト,あまえる,かいでんぱ,いかりのまえば,161,1,でんき,フェアリー,67,58,57,81,67,101
27,ハピナス,いやしのこころ,たべのこし,ハイパーボイス,いのちのしずく,でんじは,サイドチェンジ,162,1,ノーマル,,255,10,10,75,135,55
28,ヤミラミ,いたずらごころ,たべのこし,おにび,みがわり,かなしばり,アンコール,163,1,あく,ゴースト,50,75,75,65,65,50
28,コバルオン,せいぎのこころ,たつじんのおび,アイアンヘッド,インファイト,ボルトチェンジ,ステルスロック,164,1,はがね,かくとう,91,90,129,90,72,108
28,ハピナス,てんのめぐみ,シルクのスカーフ,トライアタック,シャドーボール,かえんほうしゃ,タマゴうみ,165,1,ノーマル,,255,10,10,75,135,55
28,エアームド,がんじょう,ゴツゴツメット,ドリルくちばし,ボディプレス,はねやすめ,てっぺき,166,1,はがね,ひこう,65,80,140,40,70,70
28,ドヒドイデ,さいせいりょく,とつげきチョッキ,ねっとう,ヘドロばくだん,れいとうビーム,たたりめ,167,1,どく,みず,50,63,152,53,142,35
28,ヌオー,てんねん,アッキのみ,ねっとう,ドわすれ,どくどく,じこさいせい,168,1,みず,じめん,95,85,85,65,65,35
29,ニョロトノ,あめふらし,だっしゅつボタン,ねっとう,アンコール,ほろびのうた,まもる,169,1,みず,,90,75,75,90,100,70
29,キングドラ,すいすい,いのちのたま,ハイドロポンプ,ぼうふう,りゅうせいぐん,みがわり,170,1,みず,ドラゴン,75,95,95,95,95,85
29,ウーラオス,ふかしのこぶし,きあいのタスキ,あんこくきょうだ,インファイト,ふいうち,カウンター,171,1,かくとう,あく,100,130,100,63,60,97
29,トゲキッス,きょううん,ピントレンズ,エアスラッシュ,マジカルシャイン,かえんほうしゃ,わるだくみ,172,1,フェアリー,ひこう,85,50,95,120,115,80
29,ジバコイル,じりょく,たべのこし,10まんボルト,ボディプレス,てっぺき,みがわり,173,1,でんき,はがね,70,70,115,130,90,60
29,ハピナス,てんのめぐみ,とつげきチョッキ,トライアタック,シャドーボール,10まんボルト,かえんほうしゃ,174,1,ノーマル,,255,10,10,75,135,55
30,ファイアロー,はやてのつばさ,あつぞこブーツ,つるぎのまい,ちょうはつ,フレアドライブ,ブレイブバード,175,1,ほのお,ひこう,78,81,71,74,69,126
30,ポリゴン,トレース,しんかのきせき,じこさいせい,ほうでん,れいとうビーム,イカサマ,176,1,ノーマル,,65,60,70,85,75,40
30,ウーラオス,ふかしのこぶし,こだわりハチマキ,アイアンヘッド,とんぼがえり,すいりゅうれんだ,インファイト,177,2,かくとう,みず,100,130,100,63,60,97
30,ナットレイ,てつのトゲ,たべのこし,ジャイロボール,やどりぎのタネ,はたきおとす,まもる,178,1,くさ,はがね,74,94,131,54,116,20
30,ドヒドイデ,さいせいりょく,くろいヘドロ,じこさいせい,どくどく,くろいきり,ねっとう,179,1,どく,みず,50,63,152,53,142,35
